"film_id","title","description","release_year","language_id","rental_duration","rental_rate","length","replacement_cost","rating","last_update","special_features","fulltext"
292,"Excitement Eve","A Brilliant Documentary of a Monkey And a Car who must Conquer a Crocodile in A Shark Tank",2006,1,3,"0.99",51,"20.99","G","2013-05-26 14:50:58.951","{Commentaries}","'brilliant':4 'car':11 'conquer':14 'crocodil':16 'documentari':5 'eve':2 'excit':1 'monkey':8 'must':13 'shark':19 'tank':20"
294,"Expecations Natural","A Amazing Drama of a Butler And a Husband who must Reach a A Shark in A U-Boat",2006,1,5,"4.99",138,"26.99","PG-13","2013-05-26 14:50:58.951","{""Deleted Scenes""}","'amaz':4 'boat':22 'butler':8 'drama':5 'expec':1 'husband':11 'must':13 'natur':2 'reach':14 'shark':17 'u':21 'u-boat':20"
296,"Express Lonely","A Boring Drama of a Astronaut And a Boat who must Face a Boat in California",2006,1,5,"2.99",178,"23.99","R","2013-05-26 14:50:58.951","{Trailers}","'astronaut':8 'boat':11,16 'bore':4 'california':18 'drama':5 'express':1 'face':14 'lone':2 'must':13"
297,"Extraordinary Conquerer","A Stunning Story of a Dog And a Feminist who must Face a Forensic Psychologist in Berlin",2006,1,6,"2.99",122,"29.99","G","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Deleted Scenes""}","'berlin':19 'conquer':2 'dog':8 'extraordinari':1 'face':14 'feminist':11 'forens':16 'must':13 'psychologist':17 'stori':5 'stun':4"
300,"Falcon Volume","A Fateful Saga of a Sumo Wrestler And a Hunter who must Redeem a A Shark in New Orleans",2006,1,5,"4.99",102,"21.99","PG-13","2013-05-26 14:50:58.951","{Commentaries,""Behind the Scenes""}","'falcon':1 'fate':4 'hunter':12 'must':14 'new':20 'orlean':21 'redeem':15 'saga':5 'shark':18 'sumo':8 'volum':2 'wrestler':9"
301,"Family Sweet","A Epic Documentary of a Teacher And a Boy who must Escape a Woman in Berlin",2006,1,4,"0.99",155,"24.99","R","2013-05-26 14:50:58.951","{Trailers}","'berlin':18 'boy':11 'documentari':5 'epic':4 'escap':14 'famili':1 'must':13 'sweet':2 'teacher':8 'woman':16"
302,"Fantasia Park","A Thoughtful Documentary of a Mad Scientist And a A Shark who must Outrace a Feminist in Australia",2006,1,5,"2.99",131,"29.99","G","2013-05-26 14:50:58.951","{Commentaries}","'australia':20 'documentari':5 'fantasia':1 'feminist':18 'mad':8 'must':15 'outrac':16 'park':2 'scientist':9 'shark':13 'thought':4"
303,"Fantasy Troopers","A Touching Saga of a Teacher And a Monkey who must Overcome a Secret Agent in A MySQL Convention",2006,1,6,"0.99",58,"27.99","PG-13","2013-05-26 14:50:58.951","{""Behind the Scenes""}","'agent':17 'convent':21 'fantasi':1 'monkey':11 'must':13 'mysql':20 'overcom':14 'saga':5 'secret':16 'teacher':8 'touch':4 'trooper':2"
304,"Fargo Gandhi","A Thrilling Reflection of a Pastry Chef And a Crocodile who must Reach a Teacher in The Outback",2006,1,3,"2.99",130,"28.99","G","2013-05-26 14:50:58.951","{""Deleted Scenes""}","'chef':9 'crocodil':12 'fargo':1 'gandhi':2 'must':14 'outback':20 'pastri':8 'reach':15 'reflect':5 'teacher':17 'thrill':4"
305,"Fatal Haunted","A Beautiful Drama of a Student And a Secret Agent who must Confront a Dentist in Ancient Japan",2006,1,6,"2.99",91,"24.99","PG","2013-05-26 14:50:58.951","{Trailers,""Behind the Scenes""}","'agent':12 'ancient':19 'beauti':4 'confront':15 'dentist':17 'drama':5 'fatal':1 'haunt':2 'japan':20 'must':14 'secret':11 'student':8"
309,"Feud Frogmen","A Brilliant Reflection of a Database Administrator And a Mad Cow who must Chase a Woman in The Canadian Rockies",2006,1,6,"0.99",98,"29.99","R","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}","'administr':9 'brilliant':4 'canadian':21 'chase':16 'cow':13 'databas':8 'feud':1 'frogmen':2 'mad':12 'must':15 'reflect':5 'rocki':22 'woman':18"
310,"Fever Empire","A Insightful Panorama of a Cat And a Boat who must Defeat a Boat in The Gulf of Mexico",2006,1,5,"4.99",158,"20.99","R","2013-05-26 14:50:58.951","{Commentaries,""Deleted Scenes""}","'boat':11,16 'cat':8 'defeat':14 'empir':2 'fever':1 'gulf':19 'insight':4 'mexico':21 'must':13 'panorama':5"
312,"Fiddler Lost","A Boring Tale of a Squirrel And a Dog who must Challenge a Madman in The Gulf of Mexico",2006,1,4,"4.99",75,"20.99","R","2013-05-26 14:50:58.951","{""Deleted Scenes"",""Behind the Scenes""}","'bore':4 'challeng':14 'dog':11 'fiddler':1 'gulf':19 'lost':2 'madman':16 'mexico':21 'must':13 'squirrel':8 'tale':5"
317,"Fireball Philadelphia","A Amazing Yarn of a Dentist And a A Shark who must Vanquish a Madman in An Abandoned Mine Shaft",2006,1,4,"0.99",148,"25.99","PG","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Behind the Scenes""}","'abandon':20 'amaz':4 'dentist':8 'firebal':1 'madman':17 'mine':21 'must':14 'philadelphia':2 'shaft':22 'shark':12 'vanquish':15 'yarn':5"
319,"Fish Opus","A Touching Display of a Feminist And a Girl who must Confront a Astronaut in Australia",2006,1,4,"2.99",125,"22.99","R","2013-05-26 14:50:58.951","{Trailers,""Deleted Scenes"",""Behind the Scenes""}","'astronaut':16 'australia':18 'confront':14 'display':5 'feminist':8 'fish':1 'girl':11 'must':13 'opus':2 'touch':4"
320,"Flamingos Connecticut","A Fast-Paced Reflection of a Composer And a Composer who must Meet a Cat in The Sahara Desert",2006,1,4,"4.99",80,"28.99","PG-13","2013-05-26 14:50:58.951","{Trailers}","'cat':18 'compos':10,13 'connecticut':2 'desert':22 'fast':5 'fast-pac':4 'flamingo':1 'meet':16 'must':15 'pace':6 'reflect':7 'sahara':21"
321,"Flash Wars","A Astounding Saga of a Moose And a Pastry Chef who must Chase a Student in The Gulf of Mexico",2006,1,3,"4.99",123,"21.99","NC-17","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Behind the Scenes""}","'astound':4 'chase':15 'chef':12 'flash':1 'gulf':20 'mexico':22 'moos':8 'must':14 'pastri':11 'saga':5 'student':17 'war':2"
322,"Flatliners Killer","A Taut Display of a Secret Agent And a Waitress who must Sink a Robot in An Abandoned Mine Shaft",2006,1,5,"2.99",100,"29.99","G","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Deleted Scenes""}","'abandon':20 'agent':9 'display':5 'flatlin':1 'killer':2 'mine':21 'must':14 'robot':17 'secret':8 'shaft':22 'sink':15 'taut':4 'waitress':12"
323,"Flight Lies","A Stunning Character Study of a Crocodile And a Pioneer who must Pursue a Teacher in New Orleans",2006,1,7,"4.99",179,"22.99","R","2013-05-26 14:50:58.951","{Trailers}","'charact':5 'crocodil':9 'flight':1 'lie':2 'must':14 'new':19 'orlean':20 'pioneer':12 'pursu':15 'studi':6 'stun':4 'teacher':17"
325,"Floats Garden","A Action-Packed Epistle of a Robot And a Car who must Chase a Boat in Ancient Japan",2006,1,6,"2.99",145,"29.99","PG-13","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Behind the Scenes""}","'action':5 'action-pack':4 'ancient':20 'boat':18 'car':13 'chase':16 'epistl':7 'float':1 'garden':2 'japan':21 'must':15 'pack':6 'robot':10"
327,"Fool Mockingbird","A Lacklusture Tale of a Crocodile And a Composer who must Defeat a Madman in A U-Boat",2006,1,3,"4.99",158,"24.99","PG","2013-05-26 14:50:58.951","{Trailers,Commentaries}","'boat':21 'compos':11 'crocodil':8 'defeat':14 'fool':1 'lacklustur':4 'madman':16 'mockingbird':2 'must':13 'tale':5 'u':20 'u-boat':19"
328,"Forever Candidate","A Unbelieveable Panorama of a Technical Writer And a Man who must Pursue a Frisbee in A U-Boat",2006,1,7,"2.99",131,"28.99","NC-17","2013-05-26 14:50:58.951","{Commentaries,""Deleted Scenes"",""Behind the Scenes""}","'boat':22 'candid':2 'forev':1 'frisbe':17 'man':12 'must':14 'panorama':5 'pursu':15 'technic':8 'u':21 'u-boat':20 'unbeliev':4 'writer':9"
330,"Forrester Comancheros","A Fateful Tale of a Squirrel And a Forensic Psychologist who must Redeem a Man in Nigeria",2006,1,7,"4.99",112,"22.99","NC-17","2013-05-26 14:50:58.951","{Trailers,""Behind the Scenes""}","'comanchero':2 'fate':4 'forens':11 'forrest':1 'man':17 'must':14 'nigeria':19 'psychologist':12 'redeem':15 'squirrel':8 'tale':5"
331,"Forward Temple","A Astounding Display of a Forensic Psychologist And a Mad Scientist who must Challenge a Girl in New Orleans",2006,1,6,"2.99",90,"25.99","NC-17","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Behind the Scenes""}","'astound':4 'challeng':16 'display':5 'forens':8 'forward':1 'girl':18 'mad':12 'must':15 'new':20 'orlean':21 'psychologist':9 'scientist':13 'templ':2"
334,"Freddy Storm","A Intrepid Saga of a Man And a Lumberjack who must Vanquish a Husband in The Outback",2006,1,6,"4.99",65,"21.99","NC-17","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Behind the Scenes""}","'freddi':1 'husband':16 'intrepid':4 'lumberjack':11 'man':8 'must':13 'outback':19 'saga':5 'storm':2 'vanquish':14"
335,"Freedom Cleopatra","A Emotional Reflection of a Dentist And a Mad Cow who must Face a Squirrel in A Baloon",2006,1,5,"0.99",133,"23.99","PG-13","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Behind the Scenes""}","'baloon':20 'cleopatra':2 'cow':12 'dentist':8 'emot':4 'face':15 'freedom':1 'mad':11 'must':14 'reflect':5 'squirrel':17"
336,"French Holiday","A Thrilling Epistle of a Dog And a Feminist who must Kill a Madman in Berlin",2006,1,5,"4.99",99,"22.99","PG","2013-05-26 14:50:58.951","{""Behind the Scenes""}","'berlin':18 'dog':8 'epistl':5 'feminist':11 'french':1 'holiday':2 'kill':14 'madman':16 'must':13 'thrill':4"
338,"Frisco Forrest","A Beautiful Documentary of a Woman And a Pioneer who must Pursue a Mad Scientist in A Shark Tank",2006,1,6,"4.99",51,"23.99","PG","2013-05-26 14:50:58.951","{Commentaries,""Deleted Scenes"",""Behind the Scenes""}","'beauti':4 'documentari':5 'forrest':2 'frisco':1 'mad':16 'must':13 'pioneer':11 'pursu':14 'scientist':17 'shark':20 'tank':21 'woman':8"
342,"Fugitive Maguire","A Taut Epistle of a Feminist And a Sumo Wrestler who must Battle a Crocodile in Australia",2006,1,7,"4.99",83,"28.99","R","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Deleted Scenes""}","'australia':19 'battl':15 'crocodil':17 'epistl':5 'feminist':8 'fugit':1 'maguir':2 'must':14 'sumo':11 'taut':4 'wrestler':12"
344,"Fury Murder","A Lacklusture Reflection of a Boat And a Forensic Psychologist who must Fight a Waitress in A Monastery",2006,1,3,"0.99",178,"28.99","PG-13","2013-05-26 14:50:58.951","{""Deleted Scenes""}","'boat':8 'fight':15 'forens':11 'furi':1 'lacklustur':4 'monasteri':20 'murder':2 'must':14 'psychologist':12 'reflect':5 'waitress':17"
349,"Gangs Pride","A Taut Character Study of a Woman And a A Shark who must Confront a Frisbee in Berlin",2006,1,4,"2.99",185,"27.99","PG-13","2013-05-26 14:50:58.951","{""Behind the Scenes""}","'berlin':20 'charact':5 'confront':16 'frisbe':18 'gang':1 'must':15 'pride':2 'shark':13 'studi':6 'taut':4 'woman':9"
350,"Garden Island","A Unbelieveable Character Study of a Womanizer And a Madman who must Reach a Man in The Outback",2006,1,3,"4.99",80,"21.99","G","2013-05-26 14:50:58.951","{Trailers,""Behind the Scenes""}","'charact':5 'garden':1 'island':2 'madman':12 'man':17 'must':14 'outback':20 'reach':15 'studi':6 'unbeliev':4 'woman':9"
352,"Gathering Calendar","A Intrepid Tale of a Pioneer And a Moose who must Conquer a Frisbee in A MySQL Convention",2006,1,4,"0.99",176,"22.99","PG-13","2013-05-26 14:50:58.951","{Commentaries,""Behind the Scenes""}","'calendar':2 'conquer':14 'convent':20 'frisbe':16 'gather':1 'intrepid':4 'moos':11 'must':13 'mysql':19 'pioneer':8 'tale':5"
353,"Gentlemen Stage","A Awe-Inspiring Reflection of a Monkey And a Student who must Overcome a Dentist in The First Manned Space Station",2006,1,6,"2.99",125,"22.99","NC-17","2013-05-26 14:50:58.951","{Commentaries,""Deleted Scenes""}","'awe':5 'awe-inspir':4 'dentist':18 'first':21 'gentlemen':1 'inspir':6 'man':22 'monkey':10 'must':15 'overcom':16 'reflect':7 'space':23 'stage':2 'station':24 'student':13"
358,"Gilmore Boiled","A Unbelieveable Documentary of a Boat And a Husband who must Succumb a Student in A U-Boat",2006,1,5,"0.99",163,"29.99","R","2013-05-26 14:50:58.951","{Trailers,""Behind the Scenes""}","'boat':8,21 'boil':2 'documentari':5 'gilmor':1 'husband':11 'must':13 'student':16 'succumb':14 'u':20 'u-boat':19 'unbeliev':4"
359,"Gladiator Westward","A Astounding Reflection of a Squirrel And a Sumo Wrestler who must Sink a Dentist in Ancient Japan",2006,1,6,"4.99",173,"20.99","PG","2013-05-26 14:50:58.951","{Commentaries,""Deleted Scenes""}","'ancient':19 'astound':4 'dentist':17 'gladiat':1 'japan':20 'must':14 'reflect':5 'sink':15 'squirrel':8 'sumo':11 'westward':2 'wrestler':12"
360,"Glass Dying","A Astounding Drama of a Frisbee And a Astronaut who must Fight a Dog in Ancient Japan",2006,1,4,"0.99",103,"24.99","G","2013-05-26 14:50:58.951","{Trailers}","'ancient':18 'astound':4 'astronaut':11 'die':2 'dog':16 'drama':5 'fight':14 'frisbe':8 'glass':1 'japan':19 'must':13"
361,"Gleaming Jawbreaker","A Amazing Display of a Composer And a Forensic Psychologist who must Discover a Car in The Canadian Rockies",2006,1,5,"2.99",89,"25.99","NC-17","2013-05-26 14:50:58.951","{Trailers,Commentaries}","'amaz':4 'canadian':20 'car':17 'compos':8 'discov':15 'display':5 'forens':11 'gleam':1 'jawbreak':2 'must':14 'psychologist':12 'rocki':21"
365,"Gold River","A Taut Documentary of a Database Administrator And a Waitress who must Reach a Mad Scientist in A Baloon Factory",2006,1,4,"4.99",154,"21.99","R","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}","'administr':9 'baloon':21 'databas':8 'documentari':5 'factori':22 'gold':1 'mad':17 'must':14 'reach':15 'river':2 'scientist':18 'taut':4 'waitress':12"
366,"Goldfinger Sensibility","A Insightful Drama of a Mad Scientist And a Hunter who must Defeat a Pastry Chef in New Orleans",2006,1,3,"0.99",93,"29.99","G","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Behind the Scenes""}","'chef':18 'defeat':15 'drama':5 'goldfing':1 'hunter':12 'insight':4 'mad':8 'must':14 'new':20 'orlean':21 'pastri':17 'scientist':9 'sensibl':2"
367,"Goldmine Tycoon","A Brilliant Epistle of a Composer And a Frisbee who must Conquer a Husband in The Outback",2006,1,6,"0.99",153,"20.99","R","2013-05-26 14:50:58.951","{Trailers,""Behind the Scenes""}","'brilliant':4 'compos':8 'conquer':14 'epistl':5 'frisbe':11 'goldmin':1 'husband':16 'must':13 'outback':19 'tycoon':2"
368,"Gone Trouble","A Insightful Character Study of a Mad Cow And a Forensic Psychologist who must Conquer a A Shark in A Manhattan Penthouse",2006,1,7,"2.99",84,"20.99","R","2013-05-26 14:50:58.951","{""Deleted Scenes"",""Behind the Scenes""}","'charact':5 'conquer':17 'cow':10 'forens':13 'gone':1 'insight':4 'mad':9 'manhattan':23 'must':16 'penthous':24 'psychologist':14 'shark':20 'studi':6 'troubl':2"
369,"Goodfellas Salute","A Unbelieveable Tale of a Dog And a Explorer who must Sink a Mad Cow in A Baloon Factory",2006,1,4,"4.99",56,"22.99","PG","2013-05-26 14:50:58.951","{""Deleted Scenes""}","'baloon':20 'cow':17 'dog':8 'explor':11 'factori':21 'goodfella':1 'mad':16 'must':13 'salut':2 'sink':14 'tale':5 'unbeliev':4"
370,"Gorgeous Bingo","A Action-Packed Display of a Sumo Wrestler And a Car who must Overcome a Waitress in A Baloon Factory",2006,1,4,"2.99",108,"26.99","R","2013-05-26 14:50:58.951","{""Deleted Scenes"",""Behind the Scenes""}","'action':5 'action-pack':4 'baloon':22 'bingo':2 'car':14 'display':7 'factori':23 'gorgeous':1 'must':16 'overcom':17 'pack':6 'sumo':10 'waitress':19 'wrestler':11"
372,"Graceland Dynamite","A Taut Display of a Cat And a Girl who must Overcome a Database Administrator in New Orleans",2006,1,5,"4.99",140,"26.99","R","2013-05-26 14:50:58.951","{Trailers,Commentaries}","'administr':17 'cat':8 'databas':16 'display':5 'dynamit':2 'girl':11 'graceland':1 'must':13 'new':19 'orlean':20 'overcom':14 'taut':4"
374,"Graffiti Love","A Unbelieveable Epistle of a Sumo Wrestler And a Hunter who must Build a Composer in Berlin",2006,1,3,"0.99",117,"29.99","PG","2013-05-26 14:50:58.951","{Trailers,""Deleted Scenes""}","'berlin':19 'build':15 'compos':17 'epistl':5 'graffiti':1 'hunter':12 'love':2 'must':14 'sumo':8 'unbeliev':4 'wrestler':9"
376,"Grapes Fury","A Boring Yarn of a Mad Cow And a Sumo Wrestler who must Meet a Robot in Australia",2006,1,4,"0.99",155,"20.99","G","2013-05-26 14:50:58.951","{Commentaries,""Behind the Scenes""}","'australia':20 'bore':4 'cow':9 'furi':2 'grape':1 'mad':8 'meet':16 'must':15 'robot':18 'sumo':12 'wrestler':13 'yarn':5"
377,"Grease Youth","A Emotional Panorama of a Secret Agent And a Waitress who must Escape a Composer in Soviet Georgia",2006,1,7,"0.99",135,"20.99","G","2013-05-26 14:50:58.951","{Trailers,""Deleted Scenes""}","'agent':9 'compos':17 'emot':4 'escap':15 'georgia':20 'greas':1 'must':14 'panorama':5 'secret':8 'soviet':19 'waitress':12 'youth':2"
378,"Greatest North","A Astounding Character Study of a Secret Agent And a Robot who must Build a A Shark in Berlin",2006,1,5,"2.99",93,"24.99","NC-17","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Behind the Scenes""}","'agent':10 'astound':4 'berlin':21 'build':16 'charact':5 'greatest':1 'must':15 'north':2 'robot':13 'secret':9 'shark':19 'studi':6"
381,"Grinch Massage","A Intrepid Display of a Madman And a Feminist who must Pursue a Pioneer in The First Manned Space Station",2006,1,7,"4.99",150,"25.99","R","2013-05-26 14:50:58.951","{Trailers}","'display':5 'feminist':11 'first':19 'grinch':1 'intrepid':4 'madman':8 'man':20 'massag':2 'must':13 'pioneer':16 'pursu':14 'space':21 'station':22"
382,"Grit Clockwork","A Thoughtful Display of a Dentist And a Squirrel who must Confront a Lumberjack in A Shark Tank",2006,1,3,"0.99",137,"21.99","PG","2013-05-26 14:50:58.951","{Trailers,""Deleted Scenes""}","'clockwork':2 'confront':14 'dentist':8 'display':5 'grit':1 'lumberjack':16 'must':13 'shark':19 'squirrel':11 'tank':20 'thought':4"
385,"Groundhog Uncut","A Brilliant Panorama of a Astronaut And a Technical Writer who must Discover a Butler in A Manhattan Penthouse",2006,1,6,"4.99",139,"26.99","PG-13","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}","'astronaut':8 'brilliant':4 'butler':17 'discov':15 'groundhog':1 'manhattan':20 'must':14 'panorama':5 'penthous':21 'technic':11 'uncut':2 'writer':12"
387,"Gun Bonnie","A Boring Display of a Sumo Wrestler And a Husband who must Build a Waitress in The Gulf of Mexico",2006,1,7,"0.99",100,"27.99","G","2013-05-26 14:50:58.951","{""Behind the Scenes""}","'bonni':2 'bore':4 'build':15 'display':5 'gulf':20 'gun':1 'husband':12 'mexico':22 'must':14 'sumo':8 'waitress':17 'wrestler':9"
390,"Guys Falcon","A Boring Story of a Woman And a Feminist who must Redeem a Squirrel in A U-Boat",2006,1,4,"4.99",84,"20.99","R","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Behind the Scenes""}","'boat':21 'bore':4 'falcon':2 'feminist':11 'guy':1 'must':13 'redeem':14 'squirrel':16 'stori':5 'u':20 'u-boat':19 'woman':8"
391,"Half Outfield","A Epic Epistle of a Database Administrator And a Crocodile who must Face a Madman in A Jet Boat",2006,1,6,"2.99",146,"25.99","PG-13","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}","'administr':9 'boat':21 'crocodil':12 'databas':8 'epic':4 'epistl':5 'face':15 'half':1 'jet':20 'madman':17 'must':14 'outfield':2"
394,"Hamlet Wisdom","A Touching Reflection of a Man And a Man who must Sink a Robot in The Outback",2006,1,7,"2.99",146,"21.99","R","2013-05-26 14:50:58.951","{Trailers,""Deleted Scenes""}","'hamlet':1 'man':8,11 'must':13 'outback':19 'reflect':5 'robot':16 'sink':14 'touch':4 'wisdom':2"
395,"Handicap Boondock","A Beautiful Display of a Pioneer And a Squirrel who must Vanquish a Sumo Wrestler in Soviet Georgia",2006,1,4,"0.99",108,"28.99","R","2013-05-26 14:50:58.951","{Commentaries,""Deleted Scenes"",""Behind the Scenes""}","'beauti':4 'boondock':2 'display':5 'georgia':20 'handicap':1 'must':13 'pioneer':8 'soviet':19 'squirrel':11 'sumo':16 'vanquish':14 'wrestler':17"
397,"Hanky October","A Boring Epistle of a Database Administrator And a Explorer who must Pursue a Madman in Soviet Georgia",2006,1,5,"2.99",107,"26.99","NC-17","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Deleted Scenes""}","'administr':9 'bore':4 'databas':8 'epistl':5 'explor':12 'georgia':20 'hanki':1 'madman':17 'must':14 'octob':2 'pursu':15 'soviet':19"
398,"Hanover Galaxy","A Stunning Reflection of a Girl And a Secret Agent who must Succumb a Boy in A MySQL Convention",2006,1,5,"4.99",47,"21.99","NC-17","2013-05-26 14:50:58.951","{Commentaries,""Deleted Scenes"",""Behind the Scenes""}","'agent':12 'boy':17 'convent':21 'galaxi':2 'girl':8 'hanov':1 'must':14 'mysql':20 'reflect':5 'secret':11 'stun':4 'succumb':15"
399,"Happiness United","A Action-Packed Panorama of a Husband And a Feminist who must Meet a Forensic Psychologist in Ancient Japan",2006,1,6,"2.99",100,"23.99","G","2013-05-26 14:50:58.951","{""Deleted Scenes""}","'action':5 'action-pack':4 'ancient':21 'feminist':13 'forens':18 'happi':1 'husband':10 'japan':22 'meet':16 'must':15 'pack':6 'panorama':7 'psychologist':19 'unit':2"
404,"Hate Handicap","A Intrepid Reflection of a Mad Scientist And a Pioneer who must Overcome a Hunter in The First Manned Space Station",2006,1,4,"0.99",107,"26.99","PG","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Behind the Scenes""}","'first':20 'handicap':2 'hate':1 'hunter':17 'intrepid':4 'mad':8 'man':21 'must':14 'overcom':15 'pioneer':12 'reflect':5 'scientist':9 'space':22 'station':23"
406,"Haunting Pianist","A Fast-Paced Story of a Database Administrator And a Composer who must Defeat a Squirrel in An Abandoned Amusement Park",2006,1,5,"0.99",181,"22.99","R","2013-05-26 14:50:58.951","{""Behind the Scenes""}","'abandon':22 'administr':11 'amus':23 'compos':14 'databas':10 'defeat':17 'fast':5 'fast-pac':4 'haunt':1 'must':16 'pace':6 'park':24 'pianist':2 'squirrel':19 'stori':7"
408,"Head Stranger","A Thoughtful Saga of a Hunter And a Crocodile who must Confront a Dog in The Gulf of Mexico",2006,1,4,"4.99",69,"28.99","R","2013-05-26 14:50:58.951","{Trailers,Commentaries}","'confront':14 'crocodil':11 'dog':16 'gulf':19 'head':1 'hunter':8 'mexico':21 'must':13 'saga':5 'stranger':2 'thought':4"
412,"Heavyweights Beast","A Unbelieveable Story of a Composer And a Dog who must Overcome a Womanizer in An Abandoned Amusement Park",2006,1,6,"4.99",102,"25.99","G","2013-05-26 14:50:58.951","{""Deleted Scenes""}","'abandon':19 'amus':20 'beast':2 'compos':8 'dog':11 'heavyweight':1 'must':13 'overcom':14 'park':21 'stori':5 'unbeliev':4 'woman':16"
414,"Hellfighters Sierra","A Taut Reflection of a A Shark And a Dentist who must Battle a Boat in Soviet Georgia",2006,1,3,"2.99",75,"23.99","PG","2013-05-26 14:50:58.951","{""Deleted Scenes"",""Behind the Scenes""}","'battl':15 'boat':17 'dentist':12 'georgia':20 'hellfight':1 'must':14 'reflect':5 'shark':9 'sierra':2 'soviet':19 'taut':4"
415,"High Encino","A Fateful Saga of a Waitress And a Hunter who must Outrace a Sumo Wrestler in Australia",2006,1,3,"2.99",84,"23.99","R","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Behind the Scenes""}","'australia':19 'encino':2 'fate':4 'high':1 'hunter':11 'must':13 'outrac':14 'saga':5 'sumo':16 'waitress':8 'wrestler':17"
417,"Hills Neighbors","A Epic Display of a Hunter And a Feminist who must Sink a Car in A U-Boat",2006,1,5,"0.99",93,"29.99","G","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}","'boat':21 'car':16 'display':5 'epic':4 'feminist':11 'hill':1 'hunter':8 'must':13 'neighbor':2 'sink':14 'u':20 'u-boat':19"
418,"Hobbit Alien","A Emotional Drama of a Husband And a Girl who must Outgun a Composer in The First Manned Space Station",2006,1,5,"0.99",157,"27.99","PG-13","2013-05-26 14:50:58.951","{Commentaries}","'alien':2 'compos':16 'drama':5 'emot':4 'first':19 'girl':11 'hobbit':1 'husband':8 'man':20 'must':13 'outgun':14 'space':21 'station':22"
420,"Holes Brannigan","A Fast-Paced Reflection of a Technical Writer And a Student who must Fight a Boy in The Canadian Rockies",2006,1,7,"4.99",128,"27.99","PG","2013-05-26 14:50:58.951","{Commentaries,""Behind the Scenes""}","'boy':19 'brannigan':2 'canadian':22 'fast':5 'fast-pac':4 'fight':17 'hole':1 'must':16 'pace':6 'reflect':7 'rocki':23 'student':14 'technic':10 'writer':11"
422,"Hollow Jeopardy","A Beautiful Character Study of a Robot And a Astronaut who must Overcome a Boat in A Monastery",2006,1,7,"4.99",136,"25.99","NC-17","2013-05-26 14:50:58.951","{""Behind the Scenes""}","'astronaut':12 'beauti':4 'boat':17 'charact':5 'hollow':1 'jeopardi':2 'monasteri':20 'must':14 'overcom':15 'robot':9 'studi':6"
423,"Hollywood Anonymous","A Fast-Paced Epistle of a Boy And a Explorer who must Escape a Dog in A U-Boat",2006,1,7,"0.99",69,"29.99","PG","2013-05-26 14:50:58.951","{Trailers,""Behind the Scenes""}","'anonym':2 'boat':23 'boy':10 'dog':18 'epistl':7 'escap':16 'explor':13 'fast':5 'fast-pac':4 'hollywood':1 'must':15 'pace':6 'u':22 'u-boat':21"
425,"Holy Tadpole","A Action-Packed Display of a Feminist And a Pioneer who must Pursue a Dog in A Baloon Factory",2006,1,6,"0.99",88,"20.99","R","2013-05-26 14:50:58.951","{""Behind the Scenes""}","'action':5 'action-pack':4 'baloon':21 'display':7 'dog':18 'factori':22 'feminist':10 'holi':1 'must':15 'pack':6 'pioneer':13 'pursu':16 'tadpol':2"
428,"Homicide Peach","A Astounding Documentary of a Hunter And a Boy who must Confront a Boy in A MySQL Convention",2006,1,6,"2.99",141,"21.99","PG-13","2013-05-26 14:50:58.951","{Commentaries}","'astound':4 'boy':11,16 'confront':14 'convent':20 'documentari':5 'homicid':1 'hunter':8 'must':13 'mysql':19 'peach':2"
429,"Honey Ties","A Taut Story of a Waitress And a Crocodile who must Outrace a Lumberjack in A Shark Tank",2006,1,3,"0.99",84,"29.99","R","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Deleted Scenes""}","'crocodil':11 'honey':1 'lumberjack':16 'must':13 'outrac':14 'shark':19 'stori':5 'tank':20 'taut':4 'tie':2 'waitress':8"
430,"Hook Chariots","A Insightful Story of a Boy And a Dog who must Redeem a Boy in Australia",2006,1,7,"0.99",49,"23.99","G","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Behind the Scenes""}","'australia':18 'boy':8,16 'chariot':2 'dog':11 'hook':1 'insight':4 'must':13 'redeem':14 'stori':5"
